ID,Name,Category,Date,Value,Description
436,Item 436,Category A,2021-12-10,92.62,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
437,Item 437,Category B,2023-02-17,98.25,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
438,Item 438,Category A,2023-08-16,64.39,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
439,Item 439,Category C,2023-07-12,76.01,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
440,Item 440,Category B,2020-11-04,88.89,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
441,Item 441,Category D,2021-11-10,29.73,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
442,Item 442,Category B,2023-07-25,36.45,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
443,Item 443,Category C,2020-09-14,78.3,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
444,Item 444,Category B,2023-06-20,55.05,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
445,Item 445,Category A,2023-07-05,77.62,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
446,Item 446,Category D,2023-03-13,15.52,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
447,Item 447,Category C,2023-04-18,95.81,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
448,Item 448,Category D,2022-06-02,97.02,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
449,Item 449,Category B,2020-10-28,17.41,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
450,Item 450,Category B,2022-04-29,47.26,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
451,Item 451,Category C,2021-03-07,35.08,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
452,Item 452,Category B,2023-02-16,23.15,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
453,Item 453,Category B,2020-05-09,41.79,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
454,Item 454,Category A,2021-10-28,18.94,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
455,Item 455,Category A,2021-01-29,92.93,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
456,Item 456,Category A,2023-05-30,63.09,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
457,Item 457,Category C,2022-05-25,55.62,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
458,Item 458,Category B,2020-09-21,43.4,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
459,Item 459,Category C,2023-10-09,36.29,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
460,Item 460,Category D,2021-10-17,11.58,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
461,Item 461,Category B,2020-01-19,44.91,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
462,Item 462,Category D,2022-04-18,84.74,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
463,Item 463,Category B,2023-10-27,28.88,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
464,Item 464,Category A,2021-01-29,7.58,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
465,Item 465,Category D,2023-02-19,85.23,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
466,Item 466,Category A,2020-04-04,82.68,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
467,Item 467,Category D,2022-07-17,13.58,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
468,Item 468,Category B,2022-10-13,54.76,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
469,Item 469,Category C,2021-07-19,62.45,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
470,Item 470,Category C,2021-12-05,17.04,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
471,Item 471,Category B,2021-02-20,67.02,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
472,Item 472,Category C,2023-09-15,13.04,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
473,Item 473,Category B,2020-06-03,29.24,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
474,Item 474,Category B,2021-01-29,68.87,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
475,Item 475,Category D,2021-07-20,36.73,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
476,Item 476,Category C,2021-01-20,65.19,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
477,Item 477,Category B,2020-04-28,16.32,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
478,Item 478,Category A,2021-02-12,90.76,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
479,Item 479,Category A,2023-12-28,75.61,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
480,Item 480,Category A,2021-08-25,11.95,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
481,Item 481,Category A,2020-04-13,99.27,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
482,Item 482,Category D,2023-07-21,40.26,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
483,Item 483,Category D,2021-08-11,90.6,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
484,Item 484,Category D,2021-01-02,1.53,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
485,Item 485,Category D,2021-03-22,83.16,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
486,Item 486,Category D,2023-08-17,65.24,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
487,Item 487,Category B,2023-04-28,61.1,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
488,Item 488,Category C,2023-04-24,18.3,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
489,Item 489,Category C,2023-03-30,44.63,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
490,Item 490,Category D,2022-04-30,59.63,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
491,Item 491,Category D,2022-08-08,57.08,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
492,Item 492,Category C,2022-01-14,52.96,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
493,Item 493,Category D,2022-01-13,1.63,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
494,Item 494,Category C,2021-10-03,14.51,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
495,Item 495,Category D,2022-04-03,84.06,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
496,Item 496,Category D,2020-11-08,17.7,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
497,Item 497,Category A,2021-03-24,70.98,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
498,Item 498,Category D,2022-08-03,59.24,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
499,Item 499,Category A,2023-10-06,34.64,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
500,Item 500,Category D,2021-05-29,52.98,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
501,Item 501,Category C,2022-09-10,29.92,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
502,Item 502,Category D,2022-07-01,55.58,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
503,Item 503,Category B,2020-08-24,88.7,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
504,Item 504,Category B,2022-10-14,58.03,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
505,Item 505,Category B,2023-03-28,42.91,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
506,Item 506,Category B,2020-04-11,44.66,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
507,Item 507,Category B,2023-08-04,18.33,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
508,Item 508,Category D,2023-02-28,96.16,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
509,Item 509,Category A,2021-06-23,26.13,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
510,Item 510,Category B,2020-04-02,95.57,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
511,Item 511,Category A,2022-04-20,7.54,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
512,Item 512,Category D,2021-06-28,67.82,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
513,Item 513,Category D,2022-05-11,0.76,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
514,Item 514,Category D,2022-08-08,26.81,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
515,Item 515,Category C,2020-06-11,88.27,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
516,Item 516,Category B,2022-03-07,63.28,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
517,Item 517,Category B,2022-09-02,75.36,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
518,Item 518,Category B,2021-09-01,31.69,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
519,Item 519,Category B,2023-06-25,95.23,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
520,Item 520,Category B,2021-06-05,83.29,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
521,Item 521,Category D,2023-04-11,97.06,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
522,Item 522,Category B,2022-09-06,5.68,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
523,Item 523,Category B,2021-08-18,6.8,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
524,Item 524,Category A,2020-09-22,50.85,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
525,Item 525,Category B,2020-08-02,58.39,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
526,Item 526,Category D,2023-08-30,98.0,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
527,Item 527,Category C,2020-03-10,38.14,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
528,Item 528,Category D,2023-06-27,29.13,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
529,Item 529,Category A,2023-03-27,81.31,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
530,Item 530,Category C,2023-07-05,92.32,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
531,Item 531,Category B,2021-08-10,68.93,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
532,Item 532,Category D,2023-06-01,4.92,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
533,Item 533,Category C,2021-03-24,8.22,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
534,Item 534,Category D,2023-11-28,42.4,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
535,Item 535,Category B,2021-02-24,64.95,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
536,Item 536,Category C,2023-03-12,80.3,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
537,Item 537,Category B,2021-03-15,65.82,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
538,Item 538,Category B,2023-05-13,10.1,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
539,Item 539,Category B,2023-11-08,81.43,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
540,Item 540,Category A,2020-07-30,97.54,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
541,Item 541,Category D,2021-05-13,28.37,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
542,Item 542,Category A,2021-02-14,65.6,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
543,Item 543,Category D,2020-06-01,43.0,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
544,Item 544,Category C,2020-06-19,62.99,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
545,Item 545,Category A,2021-12-06,87.79,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
546,Item 546,Category C,2021-02-24,39.12,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
547,Item 547,Category A,2023-01-17,62.82,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
548,Item 548,Category D,2021-08-22,73.56,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
549,Item 549,Category B,2020-04-16,66.42,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
550,Item 550,Category B,2022-12-27,48.54,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
551,Item 551,Category A,2023-06-25,10.79,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
552,Item 552,Category D,2020-05-05,8.81,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
553,Item 553,Category C,2023-02-04,14.29,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
554,Item 554,Category C,2020-11-12,96.59,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
555,Item 555,Category A,2021-12-16,64.69,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
556,Item 556,Category A,2021-03-04,37.1,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
557,Item 557,Category B,2023-08-14,19.94,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
558,Item 558,Category D,2020-09-02,0.13,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
559,Item 559,Category C,2020-01-14,90.84,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
560,Item 560,Category C,2020-12-09,93.58,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
561,Item 561,Category A,2023-07-08,78.36,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
562,Item 562,Category D,2020-03-11,94.93,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
563,Item 563,Category D,2022-01-07,66.36,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
564,Item 564,Category D,2023-07-29,86.41,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
565,Item 565,Category B,2021-08-04,7.02,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
566,Item 566,Category D,2023-11-02,68.55,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
567,Item 567,Category C,2020-01-29,79.97,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
568,Item 568,Category C,2023-03-04,99.1,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
569,Item 569,Category D,2023-12-17,14.26,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
570,Item 570,Category C,2023-08-16,25.26,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
571,Item 571,Category D,2021-04-07,54.82,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
572,Item 572,Category B,2022-04-09,42.75,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
573,Item 573,Category D,2022-06-08,50.14,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
574,Item 574,Category D,2022-05-27,43.53,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
575,Item 575,Category C,2022-07-02,0.69,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
576,Item 576,Category A,2020-05-10,13.72,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
577,Item 577,Category D,2021-03-12,60.71,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
578,Item 578,Category A,2023-07-11,45.49,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
579,Item 579,Category A,2020-06-02,49.21,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
580,Item 580,Category B,2021-09-22,39.46,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
581,Item 581,Category C,2022-07-14,68.01,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
582,Item 582,Category C,2023-12-19,24.99,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
583,Item 583,Category D,2020-01-30,94.05,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
584,Item 584,Category C,2020-10-03,55.87,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
585,Item 585,Category B,2021-11-02,34.92,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
586,Item 586,Category B,2023-11-30,67.15,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
587,Item 587,Category D,2023-11-20,43.05,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
588,Item 588,Category A,2021-12-31,49.72,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
589,Item 589,Category B,2023-05-23,43.0,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
590,Item 590,Category B,2022-10-07,17.97,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
591,Item 591,Category D,2022-11-06,59.92,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
592,Item 592,Category A,2021-02-12,59.33,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
593,Item 593,Category D,2020-04-27,90.89,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
594,Item 594,Category D,2022-08-21,4.72,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
595,Item 595,Category D,2021-07-07,63.55,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
596,Item 596,Category A,2020-10-27,36.3,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
597,Item 597,Category B,2021-05-11,82.39,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
598,Item 598,Category D,2020-04-04,24.02,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
599,Item 599,Category D,2022-03-24,27.93,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
600,Item 600,Category B,2021-03-01,6.7,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
601,Item 601,Category B,2023-11-15,99.33,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
602,Item 602,Category A,2020-09-28,46.64,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
603,Item 603,Category A,2021-06-20,93.54,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
604,Item 604,Category B,2023-11-11,34.59,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
605,Item 605,Category A,2020-09-23,43.16,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
606,Item 606,Category D,2023-07-30,66.97,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
607,Item 607,Category B,2022-09-16,41.74,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
608,Item 608,Category B,2022-04-10,75.43,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
609,Item 609,Category A,2020-09-29,47.3,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
610,Item 610,Category D,2020-11-16,59.43,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
611,Item 611,Category D,2020-06-27,91.75,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
612,Item 612,Category B,2023-12-05,84.01,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
613,Item 613,Category D,2022-02-09,59.38,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
614,Item 614,Category B,2023-12-02,75.27,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
615,Item 615,Category C,2023-03-31,61.22,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
616,Item 616,Category B,2022-02-25,67.07,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
617,Item 617,Category C,2023-09-12,85.24,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
618,Item 618,Category C,2020-06-15,95.81,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
619,Item 619,Category C,2020-06-28,82.38,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
620,Item 620,Category B,2022-10-24,87.6,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
621,Item 621,Category D,2020-07-30,45.21,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
622,Item 622,Category C,2021-04-07,80.71,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
623,Item 623,Category C,2022-03-09,26.85,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
624,Item 624,Category D,2021-02-05,79.58,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
625,Item 625,Category A,2022-12-01,83.01,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
626,Item 626,Category A,2022-11-24,28.87,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
627,Item 627,Category D,2023-01-30,18.4,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
628,Item 628,Category C,2022-06-19,8.99,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
629,Item 629,Category C,2022-11-28,38.75,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
630,Item 630,Category D,2022-11-06,7.36,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
631,Item 631,Category C,2023-12-12,43.9,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
632,Item 632,Category D,2023-09-11,15.32,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
633,Item 633,Category A,2022-07-14,97.18,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
634,Item 634,Category A,2022-05-28,79.01,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
635,Item 635,Category B,2022-11-11,16.29,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
636,Item 636,Category A,2022-11-17,41.26,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
637,Item 637,Category A,2023-10-27,2.38,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
638,Item 638,Category D,2023-04-14,34.46,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
639,Item 639,Category C,2022-07-24,86.45,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
640,Item 640,Category D,2021-11-20,92.97,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
641,Item 641,Category D,2023-06-05,78.36,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
642,Item 642,Category C,2023-03-17,32.52,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
643,Item 643,Category D,2021-10-20,22.93,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
644,Item 644,Category C,2021-01-15,9.14,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
645,Item 645,Category A,2020-03-14,71.53,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
646,Item 646,Category D,2020-10-11,49.73,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
647,Item 647,Category B,2023-03-29,94.69,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
648,Item 648,Category C,2022-06-16,24.82,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
649,Item 649,Category A,2020-06-12,85.4,Sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.
650,Item 650,Category D,2022-05-23,11.02,"Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
651,Item 651,Category C,2023-06-03,65.6,"Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
652,Item 652,Category D,2022-04-30,65.79,Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur.
653,Item 653,Category B,2022-01-04,65.36,"Lorem ipsum dolor sit amet, consectetur adipiscing elit."
